MeterId,AssetId,Barcode,CreditCard,TapAndGo,MeterType,StreetName,Longitude,Latitude,Location
331B,1647666,MPM1647666,YES,YES,Reino TTX-S,Villiers Street,144.95326965544623,-37.79951751096952,"(-37.79951751097, 144.953269655446)"
331C,1647667,MPM1647667,YES,YES,Reino TTX-S,Villiers Street,144.9533439708122,-37.799147842283446,"(-37.799147842283, 144.953343970812)"
277A,1647668,MPM1647668,YES,YES,Reino TTX-S,Curzon Street,144.94837606230593,-37.80314924725578,"(-37.803149247256, 144.948376062306)"
277B,1647669,MPM1647669,YES,YES,Reino TTX-S,Curzon Street,144.94822034908384,-37.803279286393796,"(-37.803279286394, 144.948220349084)"
208A,1647670,MPM1647670,YES,YES,Reino TTX-S,Leveson Street,144.9508843421888,-37.80366736236252,"(-37.803667362363, 144.950884342189)"
208B,1647671,MPM1647671,YES,YES,Reino TTX-S,Leveson Street,144.95109427560138,-37.80403944282424,"(-37.804039442824, 144.951094275601)"
208C,1647672,MPM1647672,YES,YES,Reino TTX-S,Leveson Street,144.95071914522487,-37.80460282755853,"(-37.804602827559, 144.950719145225)"
208D,1647673,MPM1647673,YES,YES,Reino TTX-S,Leveson Street,144.95095621550996,-37.804832697390616,"(-37.804832697391, 144.95095621551)"
117B,1647674,MPM1647674,YES,YES,Reino TTX-S,Rosslyn Street,144.9467357611826,-37.81069311023799,"(-37.810693110238, 144.946735761183)"
117A,1647675,MPM1647675,YES,YES,Reino TTX-S,Rosslyn Street,144.94601865759716,-37.810785923838665,"(-37.810785923839, 144.946018657597)"
328A,1647676,MPM1647676,YES,YES,Reino TTX-S,Chetwynd Street,144.95233497379184,-37.803980755858255,"(-37.803980755858, 144.952334973792)"
328B,1647677,MPM1647677,YES,YES,Reino TTX-S,Chetwynd Street,144.9525230973769,-37.80448605388844,"(-37.804486053888, 144.952523097377)"
328C,1647678,MPM1647678,YES,YES,Reino TTX-S,Chetwynd Street,144.95219468036822,-37.804772288006994,"(-37.804772288007, 144.952194680368)"
378B,1647679,MPM1647679,YES,YES,Reino TTX-S,Jeffcott Street,144.95055529945765,-37.812136366163024,"(-37.812136366163, 144.950555299458)"
378A,1647680,MPM1647680,YES,YES,Reino TTX-S,Jeffcott Street,144.95031636229868,-37.81237574052756,"(-37.812375740528, 144.950316362299)"
347A,1647681,MPM1647681,YES,YES,Reino TTX-S,Capel Street,144.95493944361672,-37.806280793660626,"(-37.806280793661, 144.954939443617)"
347B,1647682,MPM1647682,YES,YES,Reino TTX-S,Capel Street,144.9551662133996,-37.80658950938644,"(-37.806589509386, 144.9551662134)"
347C,1647683,MPM1647683,YES,YES,Reino TTX-S,Capel Street,144.95478567620356,-37.80717286435285,"(-37.807172864353, 144.954785676204)"
345A,1647684,MPM1647684,YES,YES,Reino TTX-S,Flemington Road,144.95297183209206,-37.79830449659872,"(-37.798304496599, 144.952971832092)"
230A,1647685,MPM1647685,YES,YES,Reino TTX-S,Dudley Street,144.94893897483655,-37.810409626441476,"(-37.810409626441, 144.948938974837)"
230B,1647686,MPM1647686,YES,YES,Reino TTX-S,Dudley Street,144.94916524725502,-37.810565063997274,"(-37.810565063997, 144.949165247255)"
302A,1647687,MPM1647687,YES,YES,Reino TTX-S,Queensberry Street,144.95451076096012,-37.80370894392444,"(-37.803708943924, 144.95451076096)"
302B,1647688,MPM1647688,YES,YES,Reino TTX-S,Queensberry Street,144.9550493143075,-37.803547587691746,"(-37.803547587692, 144.955049314308)"
351A,1647689,MPM1647689,YES,YES,Reino TTX-S,Victoria Street,144.95447075318734,-37.80560261082068,"(-37.805602610821, 144.954470753187)"
351B,1647690,MPM1647690,YES,YES,Reino TTX-S,Victoria Street,144.95465462828537,-37.80584184070354,"(-37.805841840704, 144.954654628285)"
326A,1647691,MPM1647691,YES,YES,Reino TTX-S,Ievers Street,144.95897760386683,-37.781566505532446,"(-37.781566505532, 144.958977603867)"
326B,1647692,MPM1647692,YES,YES,Reino TTX-S,Ievers Street,144.95897355682862,-37.78178915292931,"(-37.781789152929, 144.958973556829)"
346A,1647693,MPM1647693,YES,YES,Reino TTX-S,Chetwynd Street,144.95227649306523,-37.80584706479493,"(-37.805847064795, 144.952276493065)"
346B,1647694,MPM1647694,YES,YES,Reino TTX-S,Chetwynd Street,144.9519551981536,-37.80608163140899,"(-37.806081631409, 144.951955198154)"
334A,1647695,MPM1647695,YES,YES,Reino TTX-S,Flemington Road,144.95556549420812,-37.800372441762946,"(-37.800372441763, 144.955565494208)"
375A,1647696,MPM1647696,YES,YES,Reino TTX-S,Flemington Road,144.95206028324657,-37.796989926607495,"(-37.796989926607, 144.952060283247)"
376A,1647697,MPM1647697,YES,YES,Reino TTX-S,Flemington Road,144.9501427808677,-37.79545741357098,"(-37.795457413571, 144.950142780868)"
376B,1647698,MPM1647698,YES,YES,Reino TTX-S,Flemington Road,144.9507578809202,-37.79595200519893,"(-37.795952005199, 144.95075788092)"
149A,1647699,MPM1647699,YES,YES,Reino TTX-S,Flemington Road,144.94309348682881,-37.78982878579414,"(-37.789828785794, 144.943093486829)"
149B,1647700,MPM1647700,YES,YES,Reino TTX-S,Flemington Road,144.94462261113088,-37.79104785572508,"(-37.791047855725, 144.944622611131)"
149C,1647701,MPM1647701,YES,YES,Reino TTX-S,Flemington Road,144.945383223498,-37.791651839819735,"(-37.79165183982, 144.945383223498)"
149D,1647702,MPM1647702,YES,YES,Reino TTX-S,Flemington Road,144.94615379788647,-37.792268059571086,"(-37.792268059571, 144.946153797886)"
149E,1647703,MPM1647703,YES,YES,Reino TTX-S,Flemington Road,144.94644257999707,-37.79249865086916,"(-37.792498650869, 144.946442579997)"
336A,1647704,MPM1647704,YES,YES,Reino TTX-S,Stanley Street,144.94720370500596,-37.80923792439901,"(-37.809237924399, 144.947203705006)"
336B,1647705,MPM1647705,YES,YES,Reino TTX-S,Stanley Street,144.94776176123318,-37.809180739574465,"(-37.809180739574, 144.947761761233)"
336C,1647706,MPM1647706,YES,YES,Reino TTX-S,Stanley Street,144.94801426509565,-37.80874950332811,"(-37.808749503328, 144.948014265096)"
274A,1647707,MPM1647707,YES,YES,Reino TTX-S,Capel Street,144.95582129462022,-37.802930104602254,"(-37.802930104602, 144.95582129462)"
335A,1647708,MPM1647708,YES,YES,Reino TTX-S,Stanley Street,144.9491947052038,-37.80830499881647,"(-37.808304998816, 144.949194705204)"
335B,1647709,MPM1647709,YES,YES,Reino TTX-S,Stanley Street,144.94986086479773,-37.8076190354737,"(-37.807619035474, 144.949860864798)"
335C,1647710,MPM1647710,YES,YES,Reino TTX-S,Stanley Street,144.9504804619498,-37.80752186949557,"(-37.807521869496, 144.95048046195)"
362A,1647711,MPM1647711,YES,YES,Reino TTX-S,Rosslyn Street,144.95366287589383,-37.80707997501718,"(-37.807079975017, 144.953662875894)"
379A,1647712,MPM1647712,YES,YES,Reino TTX-S,King Street,144.95044034708812,-37.80670058836943,"(-37.806700588369, 144.950440347088)"
379B,1647713,MPM1647713,YES,YES,Reino TTX-S,King Street,144.9511820403181,-37.8074543694861,"(-37.807454369486, 144.951182040318)"
343A,1647714,MPM1647714,YES,YES,Reino TTX-S,Rosslyn Street,144.9521510679355,-37.807801497381426,"(-37.807801497381, 144.952151067936)"
343B,1647715,MPM1647715,YES,YES,Reino TTX-S,Rosslyn Street,144.95306701012922,-37.807614919782615,"(-37.807614919783, 144.953067010129)"
327C,1647716,MPM1647716,YES,YES,Reino TTX-S,Capel Street,144.95512878671778,-37.80519044185831,"(-37.805190441858, 144.955128786718)"
327B,1647717,MPM1647717,YES,YES,Reino TTX-S,Capel Street,144.95547802353713,-37.804792247368205,"(-37.804792247368, 144.955478023537)"
327A,1647718,MPM1647718,YES,YES,Reino TTX-S,Capel Street,144.9552740227177,-37.8044105087573,"(-37.804410508757, 144.955274022718)"
344A,1647719,MPM1647719,YES,YES,Reino TTX-S,Leveson Street,144.9515521935421,-37.80146246789267,"(-37.801462467893, 144.951552193542)"
344B,1647720,MPM1647720,YES,YES,Reino TTX-S,Leveson Street,144.9512278253612,-37.80171681428663,"(-37.801716814287, 144.951227825361)"
344C,1647721,MPM1647721,YES,YES,Reino TTX-S,Leveson Street,144.9513672164119,-37.80249652145309,"(-37.802496521453, 144.951367216412)"
344D,1647722,MPM1647722,YES,YES,Reino TTX-S,Leveson Street,144.9510612828807,-37.802639676512996,"(-37.802639676513, 144.951061282881)"
300A,1647723,MPM1647723,YES,YES,Reino TTX-S,Gatehouse Street,144.95180672894543,-37.7960229522614,"(-37.796022952261, 144.951806728945)"
300B,1647724,MPM1647724,YES,YES,Reino TTX-S,Gatehouse Street,144.9522922560074,-37.79563650890849,"(-37.795636508908, 144.952292256007)"
324A,1647725,MPM1647725,YES,YES,Reino TTX-S,Leonard Street,144.95764580948293,-37.78770819597216,"(-37.787708195972, 144.957645809483)"
324B,1647726,MPM1647726,YES,YES,Reino TTX-S,Leonard Street,144.95827366974396,-37.78775777870976,"(-37.78775777871, 144.958273669744)"
348A,1647727,MPM1647727,YES,YES,Reino TTX-S,William Street,144.95490425261096,-37.80813967726594,"(-37.808139677266, 144.954904252611)"
348B,1647728,MPM1647728,YES,YES,Reino TTX-S,William Street,144.95466154365576,-37.8082532904439,"(-37.808253290444, 144.954661543656)"
340A,1647729,MPM1647729,YES,YES,Reino TTX-S,Queensberry Street,144.95043488782264,-37.80325293015346,"(-37.803252930153, 144.950434887823)"
332A,1647730,MPM1647730,YES,YES,Reino TTX-S,Harcourt Street,144.95116509503097,-37.79919544005404,"(-37.799195440054, 144.951165095031)"
332B,1647731,MPM1647731,YES,YES,Reino TTX-S,Harcourt Street,144.95186273482486,-37.7986451513721,"(-37.798645151372, 144.951862734825)"
332C,1647732,MPM1647732,YES,YES,Reino TTX-S,Harcourt Street,144.952469195616,-37.79847222683514,"(-37.798472226835, 144.952469195616)"
339A,1647733,MPM1647733,YES,YES,Reino TTX-S,Rosslyn Street,144.95008414450476,-37.80880449797718,"(-37.808804497977, 144.950084144505)"
339B,1647734,MPM1647734,YES,YES,Reino TTX-S,Rosslyn Street,144.95104086363037,-37.80860336232525,"(-37.808603362325, 144.95104086363)"
206B,1647736,MPM1647736,YES,YES,Reino TTX-S,The Avenue,144.9570531927015,-37.78820548860597,"(-37.788205488606, 144.957053192702)"
206C,1647737,MPM1647737,YES,YES,Reino TTX-S,The Avenue,144.95698320537892,-37.78766552303444,"(-37.787665523034, 144.956983205379)"
159D,1647741,MPM1647741,YES,YES,Reino TTX-S,The Avenue,144.95745891948837,-37.79061098489524,"(-37.790610984895, 144.957458919488)"
159C,1647742,MPM1647742,YES,YES,Reino TTX-S,The Avenue,144.95761090272217,-37.790657291761725,"(-37.790657291762, 144.957610902722)"
159B,1647743,MPM1647743,YES,YES,Reino TTX-S,The Avenue,144.9578648020044,-37.79154630910681,"(-37.791546309107, 144.957864802004)"
141A,1647745,MPM1647745,YES,YES,Reino TTX-S,The Avenue,144.95739030368213,-37.781490784647424,"(-37.781490784647, 144.957390303682)"
141B,1647746,MPM1647746,YES,YES,Reino TTX-S,The Avenue,144.95764767743736,-37.780762651983636,"(-37.780762651984, 144.957647677437)"
141C,1647747,MPM1647747,YES,YES,Reino TTX-S,The Avenue,144.9579976275938,-37.780000707286284,"(-37.780000707286, 144.957997627594)"
141E,1647749,MPM1647749,YES,YES,Reino TTX-S,The Avenue,144.9592447564337,-37.77858660722758,"(-37.778586607228, 144.959244756434)"
205A,1647751,MPM1647751,YES,YES,Reino TTX-S,The Avenue,144.95699815432303,-37.78391908653175,"(-37.783919086532, 144.956998154323)"
205B,1647752,MPM1647752,YES,YES,Reino TTX-S,The Avenue,144.95709631159173,-37.783203018010816,"(-37.783203018011, 144.957096311592)"
144A,1647754,MPM1647754,YES,YES,Reino TTX-S,Railway Place,144.94307766070455,-37.80798651985953,"(-37.80798651986, 144.943077660705)"
144B,1647755,MPM1647755,YES,YES,Reino TTX-S,Railway Place,144.94350232096357,-37.80854285109379,"(-37.808542851094, 144.943502320964)"
144C,1647756,MPM1647756,YES,YES,Reino TTX-S,Railway Place,144.9438977705411,-37.80904808788538,"(-37.809048087885, 144.943897770541)"
144D,1647757,MPM1647757,YES,YES,Reino TTX-S,Railway Place,144.94436745746606,-37.809640456186955,"(-37.809640456187, 144.944367457466)"
144E,1647758,MPM1647758,YES,YES,Reino TTX-S,Railway Place,144.9449185034285,-37.81031476249408,"(-37.810314762494, 144.944918503429)"
144F,1647759,MPM1647759,YES,YES,Reino TTX-S,Railway Place,144.94525144985082,-37.810790174529146,"(-37.810790174529, 144.945251449851)"
ALE3,1647760,MPM1647760,YES,YES,Reino TTX-S,Aurora Lane,144.95061045609683,-37.81965595473362,"(-37.819655954734, 144.950610456097)"
LVS1,1647761,MPM1647761,YES,YES,Reino TTX-S,Leven Avenue,144.93746297020294,-37.81558623222297,"(-37.815586232223, 144.937462970203)"
CS47,1647762,MPM1647762,YES,YES,Reino TTX-S,Collins Street,144.95146451388996,-37.81995084784796,"(-37.819950847848, 144.95146451389)"
CN51,1647763,MPM1647763,YES,YES,Reino TTX-S,Collins Street,144.9468702066775,-37.82105892971398,"(-37.821058929714, 144.946870206678)"
CS51,1647764,MPM1647764,YES,YES,Reino TTX-S,Collins Street,144.94703140092844,-37.82122332073622,"(-37.821223320736, 144.947031400928)"
CS53,1647765,MPM1647765,YES,YES,Reino TTX-S,Collins Street,144.94290659374863,-37.82112712982757,"(-37.821127129828, 144.942906593749)"
LRN1,1647766,MPM1647766,YES,YES,Reino TTX-S,Lorimer Street,144.94303695778828,-37.82445109984311,"(-37.824451099843, 144.943036957788)"
GPE2,1647767,MPM1647767,YES,YES,Reino TTX-S,Geographe Street,144.9454642430654,-37.820250690693456,"(-37.820250690693, 144.945464243065)"
BWS1,1647768,MPM1647768,YES,YES,Reino TTX-S,Brentani Way,144.95037974105725,-37.821411055831526,"(-37.821411055832, 144.950379741057)"
VGW1,1647769,MPM1647769,YES,YES,Reino TTX-S,Village Street,144.9510992718258,-37.82138973119681,"(-37.821389731197, 144.951099271826)"
NVW1,1647770,MPM1647770,YES,YES,Reino TTX-S,Navigation Drive,144.94591623766368,-37.81977618827808,"(-37.819776188278, 144.945916237664)"
NVW3,1647771,MPM1647771,YES,YES,Reino TTX-S,Navigation Drive,144.94620431100003,-37.820998301278586,"(-37.820998301279, 144.946204311)"
VGW4,1647772,MPM1647772,YES,YES,Reino TTX-S,Village Street,144.94932767459852,-37.81913965981003,"(-37.81913965981, 144.949327674599)"
RLS1,1647773,MPM1647773,YES,YES,Reino TTX-S,Fishplate Lane,144.94928030954796,-37.819576120141676,"(-37.819576120142, 144.949280309548)"
HRW21,1647774,MPM1647774,YES,YES,Reino TTX-S,Harbour Esplanade,144.94709705218492,-37.82024839627797,"(-37.820248396278, 144.947097052185)"
NVW2,1647775,MPM1647775,YES,YES,Reino TTX-S,Navigation Drive,144.9460306220507,-37.820258184343224,"(-37.820258184343, 144.946030622051)"
LRN2,1647776,MPM1647776,YES,YES,Reino TTX-S,Lorimer Street,144.94287002749638,-37.82443893727492,"(-37.824438937275, 144.942870027496)"
VGW2,1647778,MPM1647778,YES,YES,Reino TTX-S,Village Street,144.95060295984317,-37.82076027517728,"(-37.820760275177, 144.950602959843)"
VGW3,1647779,MPM1647779,YES,YES,Reino TTX-S,Village Street,144.94979544702386,-37.819734776096865,"(-37.819734776097, 144.949795447024)"
HRE19,1647780,MPM1647780,YES,YES,Reino TTX-S,Harbour Esplanade,144.94723535848055,-37.81995708842141,"(-37.819957088421, 144.947235358481)"
GPW2,1647781,MPM1647781,YES,YES,Reino TTX-S,Geographe Street,144.94540541090555,-37.82031284528343,"(-37.820312845283, 144.945405410906)"
GPE1,1647782,MPM1647782,YES,YES,Reino TTX-S,Geographe Street,144.94540795403367,-37.819954448281145,"(-37.819954448281, 144.945407954034)"
ZAS5,1620117,MPM1620117,YES,NO,Reino VX1,Batman Street,144.94931379387654,-37.811476611558525,"(-37.811476611559, 144.949313793877)"
VS1,1620106,MPM1620106,YES,NO,Reino VX1,Albert Street,144.97378384265096,-37.809446131465286,"(-37.809446131465, 144.973783842651)"
IAW6,1620127,MPM1620127,YES,NO,Reino VX1,Clarendon Street,144.98329802333518,-37.81106623428869,"(-37.811066234289, 144.983298023335)"
HRE44,1620170,MPM1620170,YES,NO,Reino VX1,Harbour Esplanade,144.9454059589766,-37.81576282423627,"(-37.815762824236, 144.945405958977)"
MHE2,1620128,MPM1620128,YES,NO,Reino VX1,Merchant Street,144.94366800079274,-37.81943897199173,"(-37.819438971992, 144.943668000793)"
VS4,1620135,MPM1620135,YES,NO,Reino VX1,Albert Street,144.97482924850988,-37.809564092120375,"(-37.80956409212, 144.97482924851)"
IAW1,1620171,MPM1620171,YES,NO,Reino VX1,Clarendon Street,144.98260779151187,-37.81517492428921,"(-37.815174924289, 144.982607791512)"
IAW3,1620176,MPM1620176,YES,NO,Reino VX1,Clarendon Street,144.98288692560118,-37.81352292566584,"(-37.813522925666, 144.982886925601)"
HRE42,1620169,MPM1620169,YES,NO,Reino VX1,Harbour Esplanade,144.94569902221437,-37.816419026240496,"(-37.81641902624, 144.945699022214)"
IAW2,1620175,MPM1620175,YES,NO,Reino VX1,Clarendon Street,144.98275578647062,-37.814295188048966,"(-37.814295188049, 144.982755786471)"
IAW4,1620177,MPM1620177,YES,NO,Reino VX1,Clarendon Street,144.98297566538028,-37.813005384872454,"(-37.813005384872, 144.98297566538)"
IAW5,1620178,MPM1620178,YES,NO,Reino VX1,Clarendon Street,144.98311151375623,-37.812178429053084,"(-37.812178429053, 144.983111513756)"
RE80,1620183,MPM1620183,YES,NO,Reino VX1,Lansdowne Street,144.97831936078265,-37.81066794490018,"(-37.8106679449, 144.978319360783)"
RW62,1620186,MPM1620186,YES,NO,Reino VX1,Lansdowne Street,144.97807690943813,-37.810467883860184,"(-37.81046788386, 144.978076909438)"
VS9,1620190,MPM1620190,YES,NO,Reino VX1,Albert Street,144.9777707180589,-37.809889629592824,"(-37.809889629593, 144.977770718059)"
VS7,1620188,MPM1620188,YES,NO,Reino VX1,Albert Street,144.97671392321715,-37.809767840507696,"(-37.809767840508, 144.976713923217)"
VS11,1620192,MPM1620192,YES,NO,Reino VX1,Albert Street,144.97941322284638,-37.81006022087882,"(-37.810060220879, 144.979413222846)"
ZAS1C,1621354,MPM1621354,NO,NO,Duncan Eagle,Batman Street,144.95146036644837,-37.81086671616111,"(-37.810866716161, 144.951460366448)"
KE81,1621572,MPM1621572,NO,NO,Duncan Eagle,Queen Street,144.95825165502194,-37.80715784478113,"(-37.807157844781, 144.958251655022)"
KE82,1621586,MPM1621586,NO,NO,Duncan Eagle,Queen Street,144.95826145800243,-37.80710709830476,"(-37.807107098305, 144.958261458002)"
KW133,1621670,MPM1621670,NO,NO,Duncan Eagle,Queen Street,144.95802749291065,-37.80648798868997,"(-37.80648798869, 144.958027492911)"
DS17,1621737,MPM1621737,NO,NO,Duncan Eagle,Bourke Street,144.94742294704255,-37.81890500419593,"(-37.818905004196, 144.947422947043)"
CAS28,1621749,MPM1621749,NO,NO,Duncan Eagle,A'Beckett Street,144.9567732277577,-37.81051640409029,"(-37.81051640409, 144.956773227758)"
CAN20,1621755,MPM1621755,NO,NO,Duncan Eagle,A'Beckett Street,144.95758487173214,-37.81011429505163,"(-37.810114295052, 144.957584871732)"
CAS27,1621758,MPM1621758,NO,NO,Duncan Eagle,A'Beckett Street,144.9568353296413,-37.8104969348679,"(-37.810496934868, 144.956835329641)"
CAS33,1621759,MPM1621759,NO,NO,Duncan Eagle,A'Beckett Street,144.9563487066461,-37.81064141968045,"(-37.81064141968, 144.956348706646)"
CAS35,1621748,MPM1621748,NO,NO,Duncan Eagle,A'Beckett Street,144.95622472270966,-37.810676486333136,"(-37.810676486333, 144.95622472271)"
CAS26,1621762,MPM1621762,NO,NO,Duncan Eagle,A'Beckett Street,144.95689600023894,-37.81047581866224,"(-37.810475818662, 144.956896000239)"
CAS30,1621794,MPM1621794,NO,NO,Duncan Eagle,A'Beckett Street,144.95664429020874,-37.810553998643975,"(-37.810553998644, 144.956644290209)"
ZCE1A,1621901,MPM1621901,NO,NO,Duncan Eagle,Birdwood Avenue,144.97757932697897,-37.831892849349146,"(-37.831892849349, 144.977579326979)"
DDN3,1621954,MPM1621954,NO,NO,Duncan Eagle,Docklands Drive,144.93996802577558,-37.81383911430181,"(-37.813839114302, 144.939968025776)"
ZAS1A,1622068,MPM1622068,NO,NO,Duncan Eagle,Batman Street,144.9516678328389,-37.81080892829196,"(-37.810808928292, 144.951667832839)"
DDN2,1622339,MPM1622339,NO,NO,Duncan Eagle,Docklands Drive,144.94010408611203,-37.81378688358974,"(-37.81378688359, 144.940104086112)"
OCS2,1622342,MPM1622342,NO,NO,Duncan Eagle,Francis Street,144.9557982124981,-37.818054931012654,"(-37.818054931013, 144.955798212498)"
OCN9,1622348,MPM1622348,NO,NO,Duncan Eagle,Francis Street,144.95415543756926,-37.81844535435201,"(-37.818445354352, 144.954155437569)"
KCS1,1622385,MPM1622385,NO,NO,Duncan Eagle,Commercial Road,144.98003808641806,-37.84513777849197,"(-37.845137778492, 144.980038086418)"
BN3,1622392,MPM1622392,NO,NO,Duncan Eagle,Flinders Street,144.97291986663188,-37.81573774621756,"(-37.815737746218, 144.972919866632)"
DDN1,1622395,MPM1622395,NO,NO,Duncan Eagle,Docklands Drive,144.94010408611203,-37.81378688358974,"(-37.81378688359, 144.940104086112)"
OCS3,1622397,MPM1622397,NO,NO,Duncan Eagle,Francis Street,144.9557982124981,-37.818054931012654,"(-37.818054931013, 144.955798212498)"
CAS34,1622431,MPM1622431,NO,NO,Duncan Eagle,A'Beckett Street,144.95628888980718,-37.810657927388355,"(-37.810657927388, 144.956288889807)"
OCS1,1622528,MPM1622528,NO,NO,Duncan Eagle,Francis Street,144.95609042690802,-37.81797297751872,"(-37.817972977519, 144.956090426908)"
KW118,1622615,MPM1622615,NO,NO,Duncan Eagle,Queen Street,144.95792686436934,-37.807052632848794,"(-37.807052632849, 144.957926864369)"
PE1A,1623744,MPM1623744,NO,NO,Duncan Eagle,Parliament Place,144.97550112828594,-37.81148875635608,"(-37.811488756356, 144.975501128286)"
ZAS1D,1623972,MPM1623972,NO,NO,Duncan Eagle,Batman Street,144.95146036644837,-37.81086671616111,"(-37.810866716161, 144.951460366448)"
PN23,1624063,MPM1624063,NO,NO,Duncan Eagle,St Andrews Place,144.97513096609225,-37.81175208707021,"(-37.81175208707, 144.975130966092)"
KW135,1624066,MPM1624066,NO,NO,Duncan Eagle,Queen Street,144.95803720412738,-37.80644057498852,"(-37.806440574989, 144.958037204127)"
ZAS1B,1624244,MPM1624244,NO,NO,Duncan Eagle,Batman Street,144.9516678328389,-37.81080892829196,"(-37.810808928292, 144.951667832839)"
KBN7F,1623995,MPM1623995,NO,NO,Duncan Eagle,Flinders Lane,144.9582741353303,-37.81898826013331,"(-37.818988260133, 144.95827413533)"
KW129,1624680,MPM1624680,NO,NO,Duncan Eagle,Queen Street,144.95799772579494,-37.80664085267997,"(-37.80664085268, 144.957997725795)"
KE83,1624694,MPM1624694,NO,NO,Duncan Eagle,Queen Street,144.95826145800243,-37.80710709830476,"(-37.807107098305, 144.958261458002)"
PAS5,1625285,MPM1625285,NO,NO,Duncan Eagle,Therry Street,144.9587466349811,-37.80752600446487,"(-37.807526004465, 144.958746634981)"
L3,1625281,MPM1625281,NO,NO,Duncan Eagle,Market Street,144.96053545779733,-37.81807173705019,"(-37.81807173705, 144.960535457797)"
L14,1625290,MPM1625290,NO,NO,Duncan Eagle,Market Street,144.96042642168578,-37.817828739004085,"(-37.817828739004, 144.960426421686)"
KW120,1625385,MPM1625385,NO,NO,Duncan Eagle,Queen Street,144.95793412028098,-37.807003644582956,"(-37.807003644583, 144.957934120281)"
KW116,1625388,MPM1625388,NO,NO,Duncan Eagle,Queen Street,144.95791048138284,-37.807144728295775,"(-37.807144728296, 144.957910481383)"
KW117,1625389,MPM1625389,NO,NO,Duncan Eagle,Queen Street,144.95792686436934,-37.807052632848794,"(-37.807052632849, 144.957926864369)"
KW119,1625392,MPM1625392,NO,NO,Duncan Eagle,Queen Street,144.95793412028098,-37.807003644582956,"(-37.807003644583, 144.957934120281)"
KW130,1625394,MPM1625394,NO,NO,Duncan Eagle,Queen Street,144.95800411494835,-37.806594462786094,"(-37.806594462786, 144.958004114948)"
KW115,1625398,MPM1625398,NO,NO,Duncan Eagle,Queen Street,144.95790290730457,-37.807187123444336,"(-37.807187123444, 144.957902907305)"
KW114,1625401,MPM1625401,NO,NO,Duncan Eagle,Queen Street,144.95790290730457,-37.807187123444336,"(-37.807187123444, 144.957902907305)"
DS17A,1625459,MPM1625459,NO,NO,Duncan Eagle,Bourke Street,144.94742294704255,-37.81890500419593,"(-37.818905004196, 144.947422947043)"
L19,1625572,MPM1625572,NO,NO,Duncan Eagle,Market Street,144.96033369475148,-37.81762510733798,"(-37.817625107338, 144.960333694751)"
OCS4,1625470,MPM1625470,NO,NO,Duncan Eagle,Francis Street,144.9556233866947,-37.818105794880786,"(-37.818105794881, 144.955623386695)"
L9,1625580,MPM1625580,NO,NO,Duncan Eagle,Market Street,144.96048069580647,-37.81794898568716,"(-37.817948985687, 144.960480695806)"
KW134,1625656,MPM1625656,NO,NO,Duncan Eagle,Queen Street,144.95803720412738,-37.80644057498852,"(-37.806440574989, 144.958037204127)"
KW128,1625663,MPM1625663,NO,NO,Duncan Eagle,Queen Street,144.95799772579494,-37.80664085267997,"(-37.80664085268, 144.957997725795)"
KE84,1625665,MPM1625665,NO,NO,Duncan Eagle,Queen Street,144.9582656415563,-37.80707644974946,"(-37.807076449749, 144.958265641556)"
KW127,1625667,MPM1625667,NO,NO,Duncan Eagle,Queen Street,144.9579902075327,-37.80667875193757,"(-37.806678751938, 144.957990207533)"
PN24,1625695,MPM1625695,NO,NO,Duncan Eagle,St Andrews Place,144.97513096609225,-37.81175208707021,"(-37.81175208707, 144.975130966092)"
KW132,1625782,MPM1625782,NO,NO,Duncan Eagle,Queen Street,144.95802749291065,-37.80648798868997,"(-37.80648798869, 144.958027492911)"
MCN1,1625951,MPM1625951,NO,NO,Duncan Eagle,McCrae Street,144.95115930147134,-37.821698634590895,"(-37.821698634591, 144.951159301471)"
CAS29,1627637,MPM1627637,NO,NO,Duncan Eagle,A'Beckett Street,144.9567030996518,-37.81053447235805,"(-37.810534472358, 144.956703099652)"
KW131,1628427,MPM1628427,NO,NO,Duncan Eagle,Queen Street,144.95800411494835,-37.806594462786094,"(-37.806594462786, 144.958004114948)"
ENE1,1628551,MPM1628551,NO,NO,Duncan Eagle,Enterprize Way,144.94434805359774,-37.81908619656968,"(-37.81908619657, 144.944348053598)"
CAS31,1628554,MPM1628554,NO,NO,Duncan Eagle,A'Beckett Street,144.95649087978617,-37.810597566689154,"(-37.810597566689, 144.956490879786)"
UBS60A,1628739,MPM1628739,NO,NO,Duncan Eagle,Victoria Street,144.96083427311905,-37.806525046796835,"(-37.806525046797, 144.960834273119)"
HRW13,1628980,MPM1628980,NO,NO,Duncan Eagle,Harbour Esplanade,144.94744833912335,-37.821582678094686,"(-37.821582678095, 144.947448339123)"
HRW14,1628981,MPM1628981,NO,NO,Duncan Eagle,Harbour Esplanade,144.94744833912335,-37.821582678094686,"(-37.821582678095, 144.947448339123)"
LDN1,1628996,MPM1628996,NO,NO,Duncan Eagle,Little Docklands Drive,144.9393388876276,-37.81299551224987,"(-37.81299551225, 144.939338887628)"
LDN2,1628997,MPM1628997,NO,NO,Duncan Eagle,Little Docklands Drive,144.9393388876276,-37.81299551224987,"(-37.81299551225, 144.939338887628)"
